PRODUCT_NAME,MATERIAL DESCRIPTION
OROFER CAP. 10,OROFER CAPSULES
NUSPRIN 100 TAB.,NUSPRIN TABLET 100 MG
EFCURE 200MG TAB,EFCURE 200 MG TABLET 30s
FULL-24 TABLET. 10 S,FULL 24 TABLET
ARIPITEX 10 MG TABLET 10TAB,ARIPITEX 10 MG TABLET
Temsan H 80 Tab 10S,TEMSAN  80 H TABLETS
ELAXIM 30 MG ING 30 MG,ELAXIM 30
EMSITA GM50/1/1000 TAB 10S 0,EMSITA GM 50/1/1000 TABLET 10x10T
ROSUVAS EZ 10MG TAB 10S,ROSUVAS EZ-10 TABLETS
HOSIT CA TAB 15s,HOSIT CA TABLET 1x15T
DYDROFEM SR30MG 10 TAB,DYDROFEM SR 30 TABLET 3x10T
INFEN GEL 30 gm,INFEN GEL 30 GM
FERIUM-50 CHEW TABS 10S,FERIUM 50 CHEWABLE TABLET 10
TEMSAN BS 2.5/40 TAB. 10,TEMSAN BS 2.5/40 TABLET 10x10T
Paxotus Plus 25 Tab 10s,PAXOTUS PLUS 25 CAPSULE
VINCORT TAB 6 MG 10S,VINCORT TABLET 6 MG
EMLINZ D 5/10 TABLET 1x10T 10 T,EMLINZ D 5/10 TABLET 1x10T
ACEGABA 400 CAP 1X10,ACEGABA 400 CAPSULE
ENHEMO-MF TAB 10TAB,ENHEMO MF TABLET 5x10T
EMPRIL 25/5MG TABLET 10s,EMPRI L 25/5MG TABLET 10x10T
GONLIX 150MG TAB 10 S,GONLIX 150 MG TABLET 10x10T
FIBRICOR INJ. VIAL,FIBRICOR INJECTION 10X1X10 ML
PREGANZA NT 110,PREGANZA NT TABLET
CONSIVAS CV 20 CAP CAP,CONSIVAS CV 20 CAPSULE 10x10C
VYLDA D 10/100 10S,VYLDA D100/10 TABLET 1X10T
PIGLIT INJECTION INJ.,PIGLIT INJECTION
BEAT HF 7.5 TAB 1X10,BEAT HF 7.5 TABLETS 10X10 T
TEMSAN AM 5 TAB 10T,TEMSAN - AM 5 TABLETS
EMPRIL L 10/5MG 10,EMPRI L 10/5MG TABLET 10x10T
SYLATE -T 500MG TAB 6 S,SYLATE T 500 TABLET
ATPURE -D TAB 10S 10S,ATPURE D TABLET
ZOPIPURE 2MG TAB .,ZOPIPURE - 2 TABLETS 10T
EMFOLIC DROP 15GM,EMFOLIC DROPS
STROCOZ 500 MG TAB 110,STROCOZ 500 TABLETS
MATERNA HCG 10000 IU H 1VIAL Pcs,MATERNA-HCG 10000 IU HP
NUSAR ATN TAB 10s,NUSAR ATN TABLET
EMANZEN-N 10+100MG 10,EMANZEN N CAPSULES 10
AMARYL-M 2,AMARYL M 2MG TABLET 8x20T
EMANZEN 5MG STRIP OF 10 TABLETS,EMANZEN TABLET 5 MG
GALOP 20 MG 10S,GALOP 20 MG TABLETS
TEMCURE 100MG 5 TAB,TEMCURE 100 CAPSULES
AMARYL M2 *** 15S,AMARYL M FORTE 2MG TABLET 10x15T
LANCURE I.V. 300ML 1 S,LANCURE I.V. 1X300 ML
Xilia 1 10S,XILIA - 1 TABLETS
CELLCEPT-500MG 110 TAB,CELLCEPT 500MG TABLET 10T
PRADIL 150 MG TAB 10TAB,PRADIL 150 TABLETS
THIAKLOR-6.25 TAB 10,THIAKLOR - 6.25 TABLETS
ASOMEX 2.5 TAB 15TAB,ASOMEX 2.5 MG TABLET 1X15T
CONSIVAS -10 MG TAB 10 S,CONSIVAS 10 MG TABLET 10X10
TEMSAN 40 TAB 15S 15,TEMSAN 40 MG TABLETS 10x15T
C-LET o DS 100 SUS 30ML,C - LET O DS 100 SUSPENSION 30 ML
ENHEMO 500 INJ 10ML,ENHEMO 500 INJECTION 5x5ML
SYLATE ING 2ML,SYLATE INJECTION 2 ML
CONSIVAS GOLD 10CAP 10CAP,CONSIVAS GOLD 10 CAPSULES 10X10C
EXDUO 50 MG TAB 1*10TAF,EXDUO 50 TABLET 1x10T
NUMLO TM 5 MG TAB 1X15,NUMLO-TM 5 TABLETS 1X15 T
COGNITRAC INJ 60 M VIAL,COGNITRAC INJECTION 60 MG
EMSITA M 50/500 110T,EMSITA M 50/500 1X10T
EXHEP-60 INJ 1,EXHEP 60 INJECTION
ACEGABA NT 200 TAB 15s(10008 15s,ACEGABA NT 200 TABLET 1x15T
METPURE XL 50 -30T 30TAB,METPURE XL 50 TABLET (BULK PACK)
ASOMEX OH 2.5 10,ASOMEX OH TABLETS
LOBACOR 5MG TABS. 10S,LOBACOR 5 TABLET
FCMO ING 15ML,FCMO  INJECTION 750MG/15ML
CELOL + CAP 110,CELOL+ TABLET
MATERNA HCG HP 10000 INJ. VIAL,MATERNA-HCG 10000 IU HP
METPURE XL 50 MG TAB 10,METPURE XL 50 MG TABLET 10X10
CELOL D3 10S 10S,CELOL - D 3 CAPSULES
CONSIVAS EZ 20 MG TA 10 TAB,CONSIVAS EZ 20 TABLET
ATOREC CV20 10CAP,ATOREC CV 20 CAPSULES
GRAFTSOL SOLUTION 1000ML PCS,GRAFTSOL SOLUTION 1000 ML
ENHEMO 500 INJ. 5*5ML,ENHEMO 500 INJECTION 5x5ML
CONSIVAS EZ 20MG TAB 110,CONSIVAS EZ 20 TABLET
EMCLOZ 0.5 TAB 1*10TAB,EMCLOZ 0.5MG TABLET
SOLGLO ADV FACE WASH 100GM PCS,SOLGLO ADVANCE FACEWASH 100G
CONSIVAS ASP CAP 10T,CONSIVAS ASP CAPSULES
BEAT HF 5 TAB G,BEAT HF 5 TABLETS 10X10 T
CELOL PLUS STRIP OF 10 TABLETS,CELOL+ TABLET
EMFOLIC DHA 15C.(BANNER),EMFOLIC-DHA CAPSULES
EMDIP-16 TAB 10TAB,EMDIP-16 TABLETS 10X10 T
EMLEVO 500 TAB 10TABSTRIP,EMLEVO 500 TABLET
CARDACE AM-10/5m 10TAB,CARDACE AM 10 TABLET 10x15T
Temsan AM 15s 15s,TEMSAN - AM TABLETS 1X15T
EMILDAP TAB 15,EMILDAP 5 TABLET 1X15T
SAV-HF 100MG TAB 10S 10S,SAV HF 100 TABLET 6x10T
UREADERM 20% MOISTURIZING CREAM 100G 100 Gm,UREADERM MOISTURIZING CREAM 20% 100GM
CONSIVAS GOLD 10 110CAP,CONSIVAS GOLD 10 CAPSULES 10X10C
S-NUMLO 5 MG TAB,S-NUMLO 5 MG TABLET
TENECTASE INJECTION,TENECTASE
FERIUM DROP 15ml,FERIUM DROPS 15 ML
TEPAPRO 15MG INJECTION 1 VIAL,TEPAPRO INJECTION
TARGOCID 400MG VIAL,TARGOCID 400 MG INJECTION
DILPRA OD 250 TAB,DILPRA OD 250 TABLETS
CLEXANE INJ 20 20MG,CLEXANE 20MG/0.2ML INJECTION
PROXYM ER TABLET --,PROXYM ER  TABLETS
PAXOTUS PLUS 12.5 10*S,PAXOTUS PLUS 12.5 MG CAPSULES
OROFER XT TABLET 30S 30S,OROFER XT TABLET 1X30 T
EMPRI L 25/5 MG TABLET 1*10 NOS,EMPRI L 25/5MG TABLET 10x10T
TEMSAN H-80MG TAB 10 TAB,TEMSAN  80 H TABLETS
STROCOZ SYRUP 60 ML 60ML,STROCOZ SYRUP 60 ML
THIAKLOR-12.5 TAB 1*10,THIAKLOR - 12.5 TABLETS
CAESAR 100 CAP 10S,CAESAR - 100 CAPSULES 10X10 C
CLEXANE 40MG/0.4ML INJ VIAL,CLEXANE 40MG/0.4ML INJECTION
AQUAOAT LOTION 250 ML,AQUAOAT MOISTURIZING LOTION 250ML
CALCIEM DHA CAP. 15S 1,CALCIEM DHA CAPSULES
INFEN P SPAS TAB 10S,INFEN P SPAS TABLETS
ATPURE 12.5 TAB 114,ATPURE TABLET 12.5 MG
MONAST-LC SYRUP 60ML,MONAST-LC SUSPENSION 60 ML
ASOMAX AT 2.5MG TAB |15S,ASOMEX AT 2.5 MG TABLET 1X15T
DOLOSPAN TAB 10S 10X10,DOLOSPAN TABLET
Unmet Tab 10,UNMET TABLET 10x10T
GALOP PLUS-10 TAB. 10S,GALOP PLUS-10 TABLETS
VYLDA D 100/10 TAB --,VYLDA D100/10 TABLET 1X10T
EXHEP 60 INJ. 1 INJ.,EXHEP 60 INJECTION
GALACT GRANULES 1VIAL --,GALACT GRANULES
SKIZOTUS-OD 100 TAB 10S,SKIZOTUS OD 100 TABLET
PROXYM ER 200 TAB 15 S,PROXYM ER 200 TABLETS 15 T
NUCARNIT-F TAB. 10TAB.,NUCARNIT-F TABLET
AMARYL M 1 MG TAB. 20S,AMARYL M 1MG TABLET 8x20T
AMARYL-M FORTE 1MG TAB. 15 S,AMARYL M FORTE 1MG TABLET 10x15T
MOFILET S 360MG 110S T Pcs,MOFILET S 360 TABLET
ARMOD-150MG 1X10TAB,ARMOD-150 TABLETS
MAXTRA COLD+ TAB 10,MAXTRA COLD (+) TABLETS
ASOMEX AT 5MG 15s,ASOMEX AT 5 MG TABLET 1X15T
EMGRA TAB 1X10TAB,EMGRA TABLETS
EMPRI 25MG TABLET 10x10T- 10 T,EMPRI 25MG TABLET 10x10T
METPURE H TAB 1*10T,METPURE H TABLET
CALONAT-D TAB 10S,CALONAT D TABLET
HOSIT TABLET 10 S,HOSIT TABLET
PROXYM-ER 200 TAB 10,PROXYM ER 200 TABLETS
XILIA MP1 TAB 1X10,XILIA-MP 1 TABLETS
CLEXANE 20mg INJ 0.2ml,CLEXANE 20MG/0.2ML INJECTION
AMARYL 1MG --,AMARYL 1MG TABLET 10x30T
GALACT GRANULES CF 200 GM,GALACT GRANULES CHOCOLATE
EMILDAP-S 10/100 TAB 10X1,EMILDAP S 10/100 TABLET 1X10T
PIOGLU G2 TAB 10S 10S,PIOGLU G 2 TABLET
ASOMEX TM TAB 1X10,ASOMEX - TM TABLETS
PROXYM XT TABLET 1X15T 15 T,PROXYM XT TABLET 1X15T
FERIUM TABS 10,FERIUM CHEWABLE TABLETS 10X10 T
XILIA M2 TAB,XILIA - M 2 TABLETS
CARMADA 50MG TAB --,CARMADA 50 MG TABLET 10x10T
CELOL-D3 + TAB 15 S,CELOL D3 + TABLETS
SYNVISC ONE 48MG/6ML INJ 1 PFS,SYNVISC ONE 48 MG/6 ML INJECTION
ASOMEX AT TAB 5MG 1015,ASOMEX AT 5 MG TABLET 1X15T
SEVCAR 400MG TAB 10S 10s,SEVCAR-400 TABLETS
MIGITUS 5MG TABS 1*10TABS,MIGITUS 5 TABLET
ASOMAX-TM 5MG TABLET 1X15,ASOMEX - TM 5 TABLETS 1X15T
STABOSE-M-0.2 TAB 10 S,STABOSE M - 0.2 TABLETS
FERIUM 50 CHEWABLE 10 S,FERIUM 50 CHEWABLE TABLET 10
INDUZ CAPSULES 5s,INDUZ CAPSULES
PROXYM-ER-300 TAB 115,PROXYM ER TABLET 1X15T
MVISTA 10 PCS,MVISTA CAPSULES
EMPRI L 25/5 MG TA 10,EMPRI L 25/5MG TABLET 10x10T
STROCOZ 2 INJECTION 1X1,STROCOZ-2 INJECTION
EMLINZ-DM FORT 10TAB,EMLINZ DM FORTE TABLET 10x10T
FERRI-100MG INJ. 5ML,FERRI-100 INJECTION
CARDACE H 5 TAB 15 Tabs,CARDACE H 5 TABLET 10x15T
EMGLOBULIN 5G 100ML 1 S,EMGLOBULIN INJECTION
NUCORIL OD TAB TAB,NUCORIL OD TABLET
EMSITA -MP FORTE TAB 10TAB,EMSITA MP FORTE TABLET 10x10T
HOSIT XT SOFTGEL CAP 10 S 10,HOSIT-XT CAPSULES
GALOP 10 10 TAB,GALOP 10 MG TABLETS
BPMET XL 12.5 1X10,BPMET - XL 12.5 TABLETS
VYLDA M 500 TAB G,VYLDA-M 500 TABLETS  1X10 T
VIREM 600MG,VIREM TABLETS
EMILDAP M 10/ 10TA,EMILDAP M10/500 1X10T
CALONAT XT 15TA,CALONAT XT TABLET 10x15T
DILPRA OD-500 TAB 10TABS,DILPRA OD 500 TABLETS
EPITRIL-2 MG TAB,EPITRIL 2 MG TABLET
EXHEP 40 INJ NET RATE .4ML,EXHEP 40 INJECTION
PAXOTUS 12.5 MG TAB 0,PAXOTUS 12.5 MG TABLET
EPITRIL BETA 0.5MG 10 TAB,EPITRIL BETA 0.5 TABLETS
THIAKLOR-12.5 TAB 10S,THIAKLOR - 12.5 TABLETS
CARDACE AM 5 10t,CARDACE AM 5 TABLET 10x15T
ZILARBI 40,ZILARBI 40 TABLET
MOMB9 CAPSULES 1*10,MOMB9 CAPSULES
LOMOH 40 MG INJ 0.4ML,LOMOH 40 MG INJECTION
SKIZOTUS OD 200 TAB 10,SKIZOTUS OD 200 TABLET
EMILDAP M 10/500 TAB10S,EMILDAP M10/500 1X10T
ACEGABA NT-200 TA 15TABS,ACEGABA NT 200 TABLET 1x15T
NUMLO-AT TABLET 15tab,NUMLO-AT TABLET 1X15 T
XILIA M 2 TAB 10 T,XILIA - M 2 TABLETS
SYLATE 500MG. TABLETS 10 TAB 10 TAB,SYLATE TABLET 500 MG
S NUMLO 1.25MG 1X10,S-NUMLO 1.25 MG TABLET
CARDACE-5 TAB 15S,CARDACE 5 MG TABLET 10x15T
OROFER XT TAB 15TAB.,OROFER XT TABLET 1x15T
PRADIL-150 TABS. 10S,PRADIL 150 TABLETS
TWINAQT TABLETS 30S 30 S,TWINAQT TABLETS 30 T
IMINORAL-50 5S,IMINORAL - 50 CAPSULES
VYLDA DM 100/1000 1*10,VYLDA DM 100/10/1000 TABLET 1x10T
AQUAOAT MOISTURIZING LOTION 1*100,AQUAOAT MOISTURIZING LOTION 100ML
FERIUM 1K INJ. 20ml,FERIUM INJECTION 1K (1GM/20ML)
EXDUO 100 TABLET 1*10,EXDUO 100 TABLET 1x10T
PIOGLU 15 TAB 1X10,PIOGLU-15
NUCARNIT F TAB 10S 10,NUCARNIT-F TABLET
VALPOTEX CR 200 TAB-10s,VALPOTEX CR 200 TABLET
GALOP 20 TAB 10S 10S,GALOP 20 MG TABLETS
DENMAB INJ 60MG/ML 1.0 ML,DENMAB INJECTION 60 MG/ML
VYLDA-DM 100/10/500 TAB 10 TAB,VYLDA DM 100/10/500 TABLET 1x10T
URICURE 150 TAB 1*10,URICURE 150 TABLETS
AMARYL M1 FORTE 10 T,AMARYL M FORTE 1MG TABLET 10x15T
EOPTAL-300 TAB. 10S,EOPTAL 300 TABLETS 10X10 T
TAPICEM 2.25 GM 1*2.25,TAPICEM 2.25GM INJECTION
XILIA-MP2 TAB 1X10 TAB,XILIA-MP 2 TABLETS
ARMOD 150 TABLET 15 TAB,ARMOD-150 TABLETS 1 x 15 T
NUMLO AT TAB 15T 15T,NUMLO-AT TABLET 1X15 T
CARDACE 1.25MG TABLETS 10X15T 10X15T,CARDACE 1.25 MG TABLET 10x15T
EXHEP 40MG INJECTION 1S 1S,EXHEP 40 INJECTION
CISCURE PFS 0.5ML,CISCURE  PFS
ABEC-L TAB 30S,A-BEC L TABLETS
TEMSAN CT 40/12.50S --,TEMSAN CT 40/12.5 MG TABLET 10X10
EXAFIB 10mg TAB 14 s 14 s,EXAFIB 10 TABLET
OROFER FCM INJ. 750MG/15ML,OROFER FCM INJECTION 750MG/15ML
SOFOCURE-V TAB.,SOFOCURE - V TABLET
VICARE CLEAR CAPSULES 10S,VICARE CLEAR CAPSULE 1x10C
XILIA-M2 TAB.,XILIA - M 2 TABLETS
TEMSAN TRIO 40MG TABS,TEMSAN TRIO 40 TABLET 1X10T
OROFER XT TAB. 1*10,OROFER XT TABLET
XILIA-2,XILIA - 2 TABLETS
SPEGRA TAB 1X90 90 TAB,SPEGRA TABLETS 1X 90T
EMPRI 10 MG TAB 1 TAB,EMPRI 10MG TABLET 10x10T
ZILARBI-40MG TAB 10 TAB,ZILARBI 40 TABLET
RUPARIB 300 MG TAB 60S,RUPARIB 300 TABLET 1X60T
EXHEP 60 INJ INJ,EXHEP 60 INJECTION
Clexane 60mg Inj 1s,CLEXANE 60MG/0.6ML INJECTION
EMCOR CREAM 15GM PCS,EMCOR CREAM 15 GM
EXAFIB 10 TAB. 14S,EXAFIB 10 TABLET
OLANEX F TABLET 15 S,OLANEX  F TABLETS 1 x 15 T
INFEN GEL 1 TU,INFEN GEL 30 GM
Consivas F 10/160. 10tab,CONSIVAS-F10/160 TABLETS
EMZINC 10 S,EMZINC TABLET
NUTIN 12.5MG TAB 14S 14S,NUTIN TABLET 12.5 MG
NEVIR ER 30 TAB 30 TAB,NEVIR ER TBALET 1 X 30
TEMSAN LN TAB 1*15 TAB Pcs,TEMSAN LN TABLET 10x15T
CISCURE 0.25MG INJ 1VAIL,CISCURE 0.25 MG INJECTION
NUMLO TM 5 TABS 10TABS 1X10TAB,NUMLO-TM 5 TABLETS
Exafib 2.5mg 14s,EXAFIB 2.5 TABLETS
CALONAT-D TAB 15TAB,CALONAT D TABLET
HOSIT FCM INJ 1K 20ML,HOSIT FCM INJECTION 1K
ASOMEX-M TAB 10T,ASOMEX - M  TABLETS 10X10 T
GALACT CAPSULES 10*10,GALACT CAPSULES 1x30C
EMTOFA-XR TAB 1X10,EMTOFA XR 11MG TABLET 1x10T
TELSITE 40 15 TAB 15 TAB,TELSITE 40 MG TABLET 10x15T
FITJOINT CAPS 1X10S --,FITJOINT CAPSULES
TICAPLAT 90 TAB 0,TICAPLAT 90 TABLETS 6X10 T
EMPROGEST 200 10CAP,EMPROGEST-200 CAPSULE
AQUAOAT CLEAN & 75GM,AQUAOAT CLEAN & MOISTURE SYNDET BAR 75GM
XILIA-M-1-FORTE TAB 1X10,XILIA - M 1 FORTE TABLETS
EMDYDRO TAB 10S,EMDYDRO TABLET 1X10T
ROSUVAS-EZ-20 10S,ROSUVAS EZ 20 MG TABLET 1x10T
AMARYL 3mg Tab. 30 TAB,AMARYL 3MG TABLET 10x30T
Infen Inj. 2ml.,INFEN INJECTION
ENHEMO 500 INJ.5ML,ENHEMO 500 INJECTION 5x5ML
DYDROFEM TAB 30TAB,DYDROFEM TABLET 1X30T
HOSIT-FCM-1K INJ 20ML,HOSIT FCM INJECTION 1K
FM ACTIVE TAB 110,FM ACTIVE TABLETS
EMSITA-M SR 100/500 TAB 1X10,EMSITA M SR 100/500 TABLET 1x10T
ASOMEX AT 2.5MG TABLET 1x15(EE031) 115,ASOMEX AT 2.5 MG TABLET 1X15T
NUMLO-TM TABLETS 1X15T,NUMLO-TM TABLETS 1X15 T
CONSIVAS F 10/160 TAB 10 10 TAB,CONSIVAS-F10/160 TABLETS
VYLDA-M 850 TABLET 10 TAB,VYLDA-M 850 TABLETS 1X10 T
MERTABTO 10MG 10 TAB,MERTABTO TABLET
DEXPURE-TAB 1X10T,DEXPURE TABLETS
LOMOH-60 MG INJ. 1AMP.,LOMOH 60 MG INJECTION
TELSITE H 40MG TAB 10T,TELSITE H 40 TABLET 10x10T
Numlo-D Tab 15S,NUMLO-D TABLET 1X15 T
Asomex At 5mg.tab.,ASOMEX AT 5 MG TABLET
ASOMEX TM TAB 1*15TAB,ASOMEX - TM TABLETS 1X15T
SUSTINEX-30 6,SUSTINEX-30 TABLETS
G3N - 2.6 TAB 25S,G3N - 2.6 TABLET
VINGRAF 1MG. CAP 10S,VINGRAF 1 MG CAPSULE 6X10
OROFER XT-TOTAL TABS 10S,OROFER XT TOTAL TABLET
EMILDAP GM 10/1/1000MG TAB 10S 10,EMILDAP GM 10/1/1000 TABLET 10x10T
OROFER-S INJ. 1*2.5ML,OROFER S INJECTION 2.5 ML
EMILDAP- S 10/100 10S,EMILDAP S 10/100 TABLET 1X10T
METPURE XL 25 TAB 10 Tab,METPURE XL 25 TABLET
strocoz plus 10s,STROCOZ PLUS TABLET
ZILARBI CT 12.5 TAB 1 X 10,ZILARBI CT 12.5 TABLETS
TEMSAN-20 MG TAB 1*10 --,TEMSAN 20 MG. TABLETS
NUMLOPAR 5TAB 10S,NUMLOPAR 5 TABLETS
ORLE-60 10CAP,ORLE-60 CAPSULES
MATERNA R FSH 150IU 1S,MATERNA R-FSH 150 IU INJECTION
TEMSAN H80 TABLETS 15S,TEMSAN 80 H TABLETS 1X15T
TEMSAN CT 6.25 TABS NA,TEMSAN CT-6.25 TABLETS
EMATRA 10MG 1*100 CAPS,EMATRA CAPSULES
AMARYL-M 2MG,AMARYL M 2MG TABLET 8x20T
VONAVIR 1X30 T,VONAVIR 600/200/300 MG TABLET 30s
S NUMLO 5MG TAB (15) 15 TAB,S-NUMLO 5 MG TABLET 1x15 T
ENHEMO 1000 INJ.10ML,ENHEMO 1000 INJECTION 1x10ML
BEAT HF-5 10,BEAT HF 5 TABLETS 10X10 T
POVIZTRA FLXT 0.25MG(1.5ML) 1.5ML,POVIZTRA FLXT 0.25MG 1.5ML 1PC COPACK
CARDACE 5MG 15 TABS,CARDACE 5 MG TABLET 10x15T
ZILARBI CT 25MG TABS 10S 10S,ZILARBI CT 25 TABLETS
XILIA-M -1 FORTE 1X10,XILIA - M 1 FORTE TABLETS
EMPRI M 12.5/1000 MG 10,EMPRI M 12.5/1000MG TABLET 10x10T
EOPTAL 450MG 10TAB,EOPTAL 450 TABLETS 10X10 T
ENHEMO 500 INJ.5ML 1X1,ENHEMO 500 INJECTION 5x5ML
DAPAGZA L 10/5 TAB 10 S,DAPAGZA L 10/5 TABLET 10x10T
Emanzen D Tab 10s,EMANZEN D TABLET
DILPRA-OD 250MG TAB,DILPRA OD 250 TABLETS
PEBIND-400 TABLETS 1X10T,PEBIND - 400 TABLETS
EMLEVO 1000 TAB 10 T,EMLEVO 1000 TABLET
EMZOSIN 10 TABLET 10TAB,EMZOSIN 10 TABLET
SAV HF 50 TAB 10 TAI,SAV HF 50 TABLET 6x10T
HOSIT 10T(REVENBHEL),HOSIT TABLET
GALOP 10 TAB 10TAB,GALOP 10 MG TABLETS
EFCURE 200MG,EFCURE 200 MG TABLET 30s
EMILDAP GM 10/2/1000 TA 1*10TA,EMILDAP GM 10/2/1000 TABLET 10x10T
ROSUVAS EZ 40 TAB 10 TAB,ROSUVAS EZ 40 TABLET 1x10T
OROFER D3 TABLETS 1X10 T,OROFER D3 TABLETS 1X10 T
EMLEVO 250 1*10,EMLEVO 250 TABLET
PAXOTUS PLUS 12.5 NRX 10,PAXOTUS PLUS 12.5 MG CAPSULES
ASOMEX-TM 2.5MG TAB 15,ASOMEX - TM TABLETS 1X15T
ZZZZZZZZZZZZTOPERIZONE D --,TOPERIZONE D TABLET
EMSITA GM 50/2/1000,EMSITA GM 50/2/1000 TABLET 10x10T
VYLDA TABLETS 1X15 T 15 T,VYLDA TABLETS 1X15 T
EPICURE-10 INJ 1X1,EPICURE-10 INJECTION
METPURE XL 25 TABS 1X10 TAB,METPURE XL 25 TABLET
EMLINZ 5MG 10S,EMLINZ 5 TABLET 1x10T
ATOREC 80 TAB 1X10 1,ATOREC 80 MG TABLET
OROFER CAP 10 --,OROFER CAPSULES
AMARYL 1MG TAB 30 S 30S,AMARYL 1MG TABLET 10x30T
SEMI XILIA MP1 10T 10T,SEMI XILIA MP 1 TABLETS
EMFOLIC-DHA CAP,EMFOLIC-DHA CAPSULES
ATOREC 5 10TAB,ATOREC  5 MG TABLET
SYLATE - INJ 2 ML,SYLATE INJECTION 2 ML
ATPURE 50 TAB 10s,ATPURE TABLET 50 MG
Celol Inj 5x1m,CELOL INJECTION
TICAPLAT 90 TAB 10x1,TICAPLAT 90 TABLETS 6X10 T
CARDACE METO 5/50MG TA 10,CARDACE METO 5 TABLET 10x10T
HOSIT FORTE INJ 5*2ML 5,HOSIT FORTE INJECTION
ATOREC-10MG TAB 10*1,ATOREC 10 MG TABLET
FEMZECT 10S,FEMZACT CAPSULE 3x10C
GALOP-20MG 10TABS,GALOP 20 MG TABLETS
OROFER S 100 INJ P.,OROFER S 100 INJECTION
CONSIVAS 5 MG TAB 10S,CONSIVAS-5 TABLETS
ELAXIM 40MG INJ 1*1VAI,ELAXIM 40 MG INJ 1 VIAL
NUTRIRIGHT TAB 1*10,NUTRIRIGHT TABLET
POVIZTRA FLEXT 1MG INJ 3ML X 1PEN,POVIZTRA FLXT 1MG 3ML 1PC COPACK
DYDROFEM SR 3X10,DYDROFEM SR 30 TABLET 3x10T
ASOMEX-TM-TABS 1*10,ASOMEX - TM TABLETS
TEMSAN 80 TABLET 1*15,TEMSAN 80 MG TABLETS 10x15T
Emildap M10/1000 10,EMILDAP M10/1000 1X10T
EXDUO 100 TAB 1 X10,EXDUO 100 TABLET 1x10T
IBUSOFT 400MG TAB 10TAB,IBUSOFT 400 MG. TABLET
VYSOV-M 50/500 TA 10S,VYSOV-M 50MG/500MG TABLETS
NUMLO-D 2.5 MG TAB 15 TAB,NUMLO-D TABLET 1X15 T
Infen Od 50 Tab. 10S,INFEN OD TABLETS
VICARE1-CREAM 1X30GM,VICARE I-CREAM 1x30GM
CARDACE METO 5/50 1X10TA,CARDACE METO 5 TABLET 10x10T
LASIX. TAB 15S --,LASIX 40 MG TABLET 80x15T
CARDACE PROTECT 5/10 10 S,CARDACE PROTECT 5 TABLET 10x10T
EMPRI 25 TAB 10,EMPRI 25MG TABLET 10x10T
CARDACE-AM 2.5MG 15 TAB 10 TAB,CARDACE AM 2.5 TABLET 10x15T
DAPAGZA 5 TABLET 15T,DAPAGZA 5 TABLET 1X15T
GALACT GRANULES 400GM CHOCO XENNEX 200GM,GALACT GRANULES 400 GM CHOCOLATE
ASOMEX-2.5 TAB 1*10,ASOMEX 2.5 MG TABLET
GALACT KESAR 400GM 400GM,GALACT GRANULES 400 GM KESAR
OROFER-XT-plus syp 200ml,OROFER XT + SUSPENSION 200 ML
TELSITE 80 MG TABS 15 S,TELSITE 80 MG TABLET 10x15T
VINTOR 6000 INJECTION,VINTOR 6000 IU INJ 1 PFS
METPURE TEL 20 TAB 10 10S,METPURE TEL 20 TABLETS
EMSITA-M 50/500 10T,EMSITA M 50/500 1X10T
XILIA-MP2 TABLETS1*10 --,XILIA-MP 2 TABLETS
BESTFORM-M TAB. 10TAB.,BESTFORM M TABLET 1x10T
ASOMEX-2.5 TAB 1S,ASOMEX 2.5 MG TABLET
NUSAR ATN 10 T,NUSAR ATN TABLET
ATOREC F TAB 10(EEA12) --,ATOREC F 10/160 MG TABLET 10X10
STROCOZ-2 INJ 1 AMP,STROCOZ-2 INJECTION
ANTIPLAR PLUS CAP 1X10,ANTIPLAR PLUS CAPSULES
EXAFIB 10MG TABS 14S,EXAFIB 10 TABLET
FERIUM XT TAB 3 10S,FERIUM XT TABLET
FERIUM XT  SYP 150ML,FERIUM XT SUSPENSION
BLAXTIN 20 MG TAB 10 TAB,BLAXTIN 20 MG TABLET 10T
INFEN SERA TAB 1*10TAB,INFEN SERA TABLETS
EMPRI L 10/5MG TAB 10 10X10,EMPRI L 10/5MG TABLET 10x10T
PAUSE MF TAB 110,PAUSE MF TABLET
NUMLO -AT TAB 15 s,NUMLO-AT TABLET 1X15 T
Enhemo 500 Inj 5*5ml,ENHEMO 500 INJECTION 5x5ML
ENCURE 0.5 10S,ENCURE 0.5 MG TABLET  10X10
ZILARBI 40 TABLET,ZILARBI 40 TABLET
EMCLOZ 0.25MG TAB 1X10S,EMCLOZ 0.25MG TABLET
GROS 100 INJECTION 1X1,GROS 100 MG INJ 1 VIAL
FERIUM-XT-TAB 10T,FERIUM XT TABLET
CARDACE H 5MG TAB 10x15 S,CARDACE H 5 TABLET 10x15T
CONSIVAS-GOLD 10MG TAB 10 CAP,CONSIVAS GOLD 10 CAPSULES 10X10C
VYLDA D 10T,VYLDA D100/5 TABLET 1X10T
REATIX KIT TAB 1KIT,REATIX KIT  5X6
EMLINZ M 1000 MG TABLET 10S,EMLINZ M 1000 TABLET 1x10T
CETAPIN V .02MG 15 S,CETAPIN V 0.2MG TABLET 10x15T
TEMSAN 20 TAB 10,TEMSAN 20 MG. TABLETS
ASOMEX-AT 5 15,ASOMEX AT 5 MG TABLET 1X15T
