PRODUCT_NAME,MATERIAL DESCRIPTION
POVIZTRA FLXT 1MG 3ML 1*1,POVIZTRA FLXT 1MG 3ML 1PC COPACK
EMCLOZ 0.5 MG 10 S 0,EMCLOZ 0.5MG TABLET
TICAPLAT 90 TAB --,TICAPLAT 90 TABLETS 6X10 T
EMSITA GM 50/1/500 TAB 10 TAB,EMSITA GM 50/1/500 TABLET 10x10T
VIZATEX 40 TAB-10s,VIZATEX 40 TABLET
DYDROFEM TAB l10s,DYDROFEM TABLETS
HOSIT-PLUS 1*10,HOSIT PLUS CAPSULES
ENHEMO 500mg,ENHEMO 500 TABLET 10x10T
BACTILAM - 500MG TAB. 6S,BACTILAM  500 TABLETS
RIFACLEAN-550 TAB 10S,RIFACLEAN  550 TABLET
CLEXANE 40 2X4ML,CLEXANE 40MG/0.4ML INJECTION
FCMO 750MG INJ 1.5ML VIAL,FCMO  INJECTION 750MG/15ML
SCUD XP 500 1 VIAL,SCUD XP 500 MG INJECTION
CETAPIN XR 500 MG TA 1X10,CETAPIN XR 500MG TABLET 11x20T
EMPRI-L 10/5MG TABS 10S,EMPRI L 10/5MG TABLET 10x10T
ESGABA 150 CAP 1X10,ESGABA 150 CAPSULES
EMSITA-TRIO-FORTE TAB 1X10TA,EMSITA TRIO FORTE TABLET 1x10T
TEMSAN- 40 CV TABLETS 10T,TEMSAN - 40 CV TABLETS
TICAPLAT 90 TAB 10S,TICAPLAT 90 TABLETS 6X10 T
GALACT KESAR FLAVOUR BOTTLE OF 200GM GRANULES,GALACT GRANULES KESAR
ATOREC-EZ TAB. 110,ATOREC EZ TABLET
EMILDAP S 10/100 TAB. 1*10,EMILDAP S 10/100 TABLET 1X10T
EXAFIB 20MG TAB 14S,EXAFIB 20 TABLETS
OROFER S 100 INJECTION 1X5 ML,OROFER S 100 INJECTION
TEMSAN BS 40/5 MG TAB 10S,TEMSAN BS 5/40 TABLET 10x10T
UREADERM 10 MOISTURING CREAM 100 GM,UREADERM MOISTURIZING CREAM 10% 100GM
EMPROGEST SR 200 TAB 10S,EMPROGEST SR 200 TABLET
NUMLO TMH TAB10T 10T,NUMLO TMH TABLET 10x10T
VIANCA TAB 1X30S,VIANCA TABLETS 1X30 T
CARDACE METO 5/50-N 10 S,CARDACE METO 5 TABLET 10x10T
ATOREC CV 10MG CAP 10 10 TAB,ATOREC CV 10 CAPSULES
VICARE BLISS TABS 10,VICARE BLISS TABLET 1x10T
CLEXANE INJ. 60MG (2S) 1*1INJ,CLEXANE 60MG/0.6ML INJECTION
DENMAB-60 INJ INJ,DENMAB INJECTION 60 MG/ML
OROFER XT+ SUSPEN 200ML,OROFER XT + SUSPENSION 200 ML
POVIZTRA FLXT0.25MG 1.5ML UNSURE DEF,POVIZTRA FLXT 0.25MG 1.5ML 1PC COPACK
CETAPIN V 0.2 MG 115TAB,CETAPIN V 0.2MG TABLET 10x15T
SYLATE-250 TAB --,SYLATE TABLETS 250 MG 10
ACEGABA NT 400 15T --,ACEGABA-NT 400 TABLET 1x15T
EMTOFA XR 11MG TAB 10TAB,EMTOFA XR 11MG TABLET 1x10T
FICO P TABLET 10T,FICO P TABLET
XPROXYM XT 10TAB 10 TAB,PROXYM-XT TABLETS
TEMSAN 80 H TAB 15-S,TEMSAN 80 H TABLETS 1X15T
TEPAPRO 100MG INJECTION 1X1 VIAL,TEPAPRO 100 MG INJECTION
VICARE BLISS 1X10,VICARE BLISS TABLET 1x10T
HOSIT FE TAB 10x1 --,HOSIT FE TABLETS
EMPROGEST 100MG,EMPROGEST-100 CAPSULE
CONSIVAS EZ 10 TAB,CONSIVAS EZ 10 TABLET 1x10T
AQUA OAT BATHING BAR 75GM 75 GM,AQUA OAT BATHING BAR 75 GM
XPLODE SF TAB* 10,XPLODE - SF TABLETS
AMARYL 1MG 126.34 30S,AMARYL 1MG TABLET 10x30T
TEMSAN-H 80MG 15 NEW PACK 1X15,TEMSAN 80 H TABLETS 1X15T
RAMIPRO 5 CAPS. 1*10,RAMIPRO CAPS.5 MG
NEUAL 20 TABS 10S,NEUAL -20 TABLETS
CLEXANE INJ - 40MG/0.4ML 1,CLEXANE 40MG/0.4ML INJECTION
NUCARNIT 500 MG TAB 10 0,NUCARNIT 500 TABLET
EMLEVO 1000 TAB 110 PCS,EMLEVO 1000 TABLET
ABIRACURE 250MG TAB 120 TAB,ABIRACURE TABLET
AUGPEN-375 TAB. 6S,AUGPEN  375  TABLETS
GALOP 5 MG TAB,GALOP 5 MG TABLETS
ASOMEX TM 5MG TAB15 S --,ASOMEX - TM 5 TABLETS 1X15T
CONSIVAS-40 MG TABLETS 10 TAB,CONSIVAS-40 TABLETS
SEMI-DAONIL TAB 1X10,SEMI DAONIL TABLETS
VIFEX SYP 100ML,VIFEX SYRUP 100 ML
BESTFORM-M TABL 1*10TAB,BESTFORM M TABLET 1x10T
Ferium-D3 Tab 10S,FERIUM D3 TABLET
XILIA TRIO 1MG 10 TAB,XILIA TRIO - 1 TABLETS
DAPAGZA M 10/1000 TAB. 10S,DAPAGZA M10/1000 1X10T
OSTERI INJ .600MCG/2.4ML P 2.4ML,OSTERI INJ.600MCG /2.4MLPEN DEVICE
GONLIX 200MG TAB 1X10TAB,GONLIX 200 MG TABLET 10x10T
PROXYM MR TAB. 10TAB,PROXYM-MR TABLET
CORDARONE INJ 163ML Pcs,CORDARONE 150 MG/3ML INJECTION
ZILARBI 80 MG TABS 110S,ZILARBI 80 TABLET
OLANEX-F TAB,OLANEX  F TABLETS
FERIUM-XT-TAB-15S 15S,FERIUM XT TABLET 10x15T
AMROD 150 MG TAB 15S,ARMOD-150 TABLETS 1 x 15 T
EMRAXI 0.5MG TAB. 10TAB,EMRAXI 0.5 MG TABLET 1x10T
OROFER D3 TABLETS 10 T,OROFER D3 TABLETS 1X10 T
SOLGLO 30GM CREAM 1 S,SOLGLO CREAM 30 GM
TRIOLVANC 40MG 10S,TRIOLVANCE 40 TABLETS
Etel 20 10S,E - TEL 20 TABLETS
CETAPIN V 0.2 MG 15 TAB,CETAPIN V 0.2MG TABLET 10x15T
EMANZEN D TAB 1*10,EMANZEN D TABLET
M NEM 500 MG. INJECT VIAL,M-NEM 500 MG INJECTION
TEMSAN AM 5MG TABS,TEMSAN - AM 5 TABLETS
BPMET XL 25 TAB 10S,BPMET XL 25 TABLET
CETAPIN V 0.2MG T 15S,CETAPIN V 0.2MG TABLET 10x15T
EMSITA D 100/10 TAB 10 TAB,EMSITA D 100/10 TABLET 1X10T
EMPRI M 12.5MG/1000 1*10,EMPRI M 12.5/1000MG TABLET 10x10T
Unmet Tab 10tab,UNMET TABLET 10x10T
TEMSAN H 15TAB 115TAB,TEMSAN H TABLETS 1X15 T
ZEMCIFER SUSP 150ML 150ML,ZEMCIFER SUSPENSION 150 ML
EMCORIL DX SYP,EMCORIL DX SYRUP 100 ML
CARDACE 10MG TAB 1 *15T,CARDACE 10 MG TABLET 10x15T
ATAZOR-R TAB 130 PCS,ATAZOR-R TABLETS 1x30 T
GALOP-LS 10S,GALOP LS - 10 TABLET
EMDYDRO TAB 110,EMDYDRO TABLET 1X10T
AMARYL 2 30T,AMARYL 2MG TABLET 15x30T
TEMSAN TRIO 40 TAB 1*10TAF,TEMSAN TRIO 40 TABLET 1X10T
BENFOTABS * 1 *10,BENFOTABS
VICARE I-CREAM 1*30,VICARE I-CREAM 1x30GM
HOSIT FE TABLET 3 STP,HOSIT FE TABLETS
SYLATE INJ 2 ml,SYLATE INJECTION 2 ML
EMLINZ-M 500MG TAB. 10T,EMLINZ M 500 TABLET 1x10T
VIREM-R TABLETS,VIREM - R TABLETS 1X60 T
EMSITA GM 50/2/500 TAB 10S 10 S,EMSITA GM 50/2/500 TABLET 10x10T
ARTH WOMEN SNOOZE AWAY SLEE 30S,ARTH SLEEP SUPPORT GUMMMIES 30 NOS
CONSIVAS GOLD 10 C 10C,CONSIVAS GOLD 10 CAPSULES 10X10C
TEMSAN-AM-5 TAB.(15S 15S,TEMSAN AM-5 TABLETS 1X15 T
ROSUVAS EZ 20 1010 S,ROSUVAS EZ 20 MG TABLET 1x10T
TEMSAN 20 CV TAB 10 TAB,TEMSAN - 20 CV TABLETS
CONSIVAS EZ 40 TABS,CONSIVAS EZ 40 TABLET 1x10T
CONSIVAS EZ 10 TAB 10 tab,CONSIVAS EZ 10 TABLET 1x10T
ASOMEX 5 MG TAB 4X5X10,ASOMEX 5 MG TABLET
GALACT BIG GRANULES 400gm,GALACT GRANULES 400GM ELAICHI
AUGPEN HS SUSPENSION 30 ML,AUGPEN HS SUSPENSION
JUSTSLEEP 1 10 S,JUSTSLEEP 1 MG TABLET
TASPIANCE 135MCG/0.5ML PFS(10005474),TASPIANCE INJ 135 MCG/0.5ML PFS
SANOXABAN 2.5 TAB 10TAB,SANOXABAN 2.5 MG TABLET 10x10T
AMARYL 1MG 30 30TAB,AMARYL 1MG TABLET 10x30T
XXFEXT FERIUM XT SYP 150ML,FERIUM XT SUSPENSION
PROXYM MR FORTE,PROXYM-MR FORTE TABLET
PAUSE 500MG 110,PAUSE TABLET 500 MG
EMLINZ M 1000 MG 1X10TAB,EMLINZ M 1000 TABLET 1x10T
CONSIVAS ASP CAP 10 S(EMC70 10S,CONSIVAS ASP CAPSULES
NUCARNIT-F TAB,NUCARNIT-F TABLET
MAGNISTA INJ 2 ML,MAGNISTA INJECTION
Atpure 50mg Tab 1*10,ATPURE TABLET 50 MG
NUSAR-AM-2.5MG-TABLETS. 10TAB.EMC/61 10TAB.,NUSAR AM TABLET
VYLDA D 100/10 TABS 1X10S,VYLDA D100/10 TABLET 1X10T
EMLINZ 5 TAB 10s,EMLINZ 5 TABLET 1x10T
IMINORAL 100 10 CAP,IMINORAL - 100 CAPSULES
SUSTINEX 30 TAB. 6S,SUSTINEX-30 TABLETS
WINPERT 10K CAP --,WINPERT 10K CAPSULES
TENECTASE INJ --,TENECTASE
MATERNA-HMG 150 I.U 1S,MATERNA-HMG 150 I.U.
VYLDA M 1000 TAB 10S 1 0,VYLDA-M 1000 TABLETS 1X10 T
EMSTAR 250 MG INJ,EMSTAR - 250 MG INJECTION
EMPERIDE 2 TAB 1*10,EMPERIDE TABLET 2 MG
OROFER S 200MG INJECTION VIAL 10ML,OROFER S 200 INJECTION 10 ML
CARDACE METO 5 1* 10,CARDACE METO 5 TABLET 10x10T
GALOP 20 TAB 1 X10,GALOP 20 MG TABLETS
TEMSAN (20mg) TAB 1X15T,TEMSAN 20 MG TABLETS 10x15T
TEMSAN 80 H TAB. 10X10,TEMSAN  80 H TABLETS
VONADAY TAB 1X30T,VONADAY 600/300/300 MG TABLET 30s
EMPRI L 10/5MG TAB 10,EMPRI L 10/5MG TABLET 10x10T
EMCORIL-DX SYP 1 1*100ML,EMCORIL DX SYRUP 100 ML
SAV HF 50 10s,SAV HF 50 TABLET 6x10T
EMSITA 50MG TAB 10x10,EMSITA 50 MG TABLET 1X10T
PAUSE 500mg. 10TAB,PAUSE TABLET 500 MG
BISOTRAK-5 10,BISOTRAK 5 TABLETS
METPURE XL 25 TAB 1X10T,METPURE XL 25 TABLET
INSTGRA 50 30,INSTGRA 50 MG TABLET 30s
EMFOLIC INJ. 10*ML.,EMFOLIC INJECTION
NUSAR AMH 5 MG TAB 10S 10X10,NUSAR AMH 5 TABLETS
ATOREC CV 10MG C 1X10,ATOREC CV 10 CAPSULES
OROFER S 100 INJ 5ML 1 *5ML,OROFER S 100 INJECTION
CARDACE AM 2.5 TAB 15S,CARDACE AM 2.5 TABLET 10x15T
EMDIP T40 TAB. 10,EMDIP T40 TABLET
EMSTAR 500 GM INJ 1 VIAL,EMSTAR 500 MG INJ 1 VIAL
NATRIEM 60MG.TAB 1X10,NATRIEM 60 TABLET
CELOL D3 PLUS TAB 10S,CELOL D3 + TABLETS
EPITRIL-2 1*10,EPITRIL 2 MG TABLET
Hosit Tab,HOSIT TABLET
COLIST 1MIU,COLIST INJECTION
CONSIVIT B TAB,CONSIVIT-B SOFLETS
FLAWLIZO MICRO 0.01 GEL TUBE 15GMS,FLAWLIZO MICRO 0.1% GEL 15GM TUBE PACK
M-NEM INJ 500MG HI,M-NEM 500 MG INJECTION
EMSITA-GM 50/2/500 10TAB,EMSITA GM 50/2/500 TABLET 10x10T
GALACT GRANULESCHOC 400GM,GALACT GRANULES 400 GM CHOCOLATE
TEMSAN-20MG EMCURE 1*15,TEMSAN 20 MG TABLETS 10x15T
SANOXABAN 5 TAB. 10  S,SANOXABAN 5 MG TABLET 10x10T
GALOP LS-10 MG TAB,GALOP LS - 10 TABLET
S-NUMLO- 5 MG TAB 2015 15 TAB,S-NUMLO 5 MG TABLET 1x15 T
OROFER XT 15 TAB 15TAB,OROFER XT TABLET 1x15T
EMSITA-M 50 / 1000 TABLET 1,EMSITA M 50/1000 1X10T
AMARYL 3MG 30TAB,AMARYL 3MG TABLET 10x30T
EMLEVO 500 TABLETS 15s,EMLEVO 500 TABLET 1 X 15 T
VINTOR 4000 IU INJ,VINTOR 4000 IU INJ 1 PFS
CETAPIN XR 1000MG.TAB.,CETAPIN XR 1000MG TABLET 10x15T
METPURE AR 2.5 TAB 10S,METPURE AR 2.5 TABLETS
DILPRA OD 500 TAB10,DILPRA OD 500 TABLETS
Temsan Bs 40/5 10S,TEMSAN BS 5/40 TABLET 10x10T
CETAPIN V 0.2 MG 15S 15S,CETAPIN V 0.2MG TABLET 10x15T
CONSIVAS 40MG TAB 10TAB,CONSIVAS-40 TABLETS
SUSTINEX 30 6S 10X6,SUSTINEX-30 TABLETS
LIVIVE-150 TAB 1*10T,LIVIVE - 150 TABLET
Vingraf 0.5mg Caps 10s,VINGRAF 0.5 CAPSULES
FEVRIDOL-250 SUS. 60ML,FEVRIDOL - 250 SUSPENSION 60 ML
OROFER 750 FCM INJ 1 S,OROFER FCM INJECTION 750MG/15ML
AMARYL 3 TAB. 130,AMARYL 3MG TABLET 10x30T
TENECTASE 20MG INJECTION,TENECTASE
PAXOTUS PLUS 25 CAP 10S 10S,PAXOTUS PLUS 25 CAPSULE
NUCORIL OD TAB 20x1,NUCORIL OD TABLET
COBAFORTE OD 10C 10CAP,COBAFORTE OD CAPSULES
DHA CAL 15CAP,DHA CAL CAPSULES
GALOP LS 10 TAB INC,GALOP LS - 10 TABLET
ASOMEX-M 5 TAB,ASOMEX - M 5 TABLETS 10X10 T
OSTERI INJ 600 MG VAIL,OSTERI INJ.600MCG /2.4MLPEN DEVICE
PREGANZA NT 10 S,PREGANZA NT TABLET
EMANZEN TBR TAB NA,EMANZEN TBR TABLETS 1X10 T
EMILDAP 5 15T,EMILDAP 5 TABLET 1X15T
EXHEP INJ 60MG 0.6ML PFS,EXHEP 60 INJECTION
SANOXABON 2.5 MG TAB 10,SANOXABAN 2.5 MG TABLET 10x10T
FERIUM XT 200ML,FERIUM XT + SUSPENSION 200 ML
OROFER S 2.5 INJ,OROFER S INJECTION 2.5 ML
PROXYM ER 200MG TAB 10S,PROXYM ER 200 TABLETS
UREADERM MOIS C 20 100GM,UREADERM MOISTURIZING CREAM 20% 100GM
VYSOV 50MG TAB 1X14 .,VYSOV 50 MG TABLETS
CALONAT - D3 Tab 15s,CALONAT - D 3 TABLETS
TELSITE 80MG 15 S,TELSITE 80 MG TABLET 10x15T
CETAPIN-XR-500 TAB 1X20,CETAPIN XR 500MG TABLET 11x20T
AMARYL-1MG TABS 30S,AMARYL 1MG TABLET 10x30T
ACEGABA-NT-200 TAB 15 S,ACEGABA NT 200 TABLET 1x15T
BEVAREST 400 INJECTION VIAL,BEVAREST 400 INJECTION
FEMZACT CAPS 110,FEMZACT CAPSULE 3x10C
S NUMLO 2.5 MG TAB 10 TAB,S-NUMLO 2.5 MG TABLET
DEXPURE-D CAPS 10S 1,DEXPURE-D CAPSULES
STROCOZ PLUS TAB 1*10,STROCOZ PLUS TABLET
VYLDA-D 100/5 10 TAB,VYLDA D100/5 TABLET 1X10T
CELOL + 10,CELOL+ TABLET
TEMSAN - H 15 S,TEMSAN H TABLETS 1X15 T
TEMSAN 20 1*15T,TEMSAN 20 MG TABLETS 10x15T
ASOMEX 1.25 TAB NEW PKG 15 TAB,ASOMEX 1.25 TABLETS 1X15T
VINTOR 4000 INJ NET RATE 1X1M,VINTOR 4000 IU INJ 1 PFS
S NUMLO 2.5 TAB 1X10,S-NUMLO 2.5 MG TABLET
S-NUMLO 5 MG.TAB 10TAB,S-NUMLO 5 MG TABLET
GLIPSOV M 20/500 10S,GLIPSOV-M TABLET 20/500 10X15T
NEUAL 10MG TAB 10S 10S,NEUAL-10 TABLETS
CEASTRA-XL-200 CAPS. 7CAP,CEASTRA XL-200 CAPSULES
AMARYL M 1 TAB 10T,AMARYL M 1MG TABLET 8x20T
HOSIT D3 TAB 10*TAB,HOSIT D3 TABLET
ASOMEX 5 MG TAB 1*15,ASOMEX 5 MG TABLET 1x15T
VONAVIR TABS 30T,VONAVIR 600/200/300 MG TABLET 30s
DYDROFEM SR 20 TA 1*10,DYDROFEM SR 20 TABLET 3X10T
CIDNAVIR 375MG/5ML IN. VIAL,CIDNAVIR 375 MG INJECTION 1 VIAL
VYLDA M 850 TAB 15S,VYLDA-M 850 TABLETS 1X10 T
C-TRI XP 250 MG INJ. VIAL,C-TRI XP 250 MG INJECTION
CARDACE AM 5 115 TAB,CARDACE AM 5 TABLET 10x15T
ATOREC CV 10 CAP 10;S,ATOREC CV 10 CAPSULES
CARDACE H 5 MG 30S,CARDACE H 5 TABLET 10x15T
CEASTRA XL 200 CAP. 7S,CEASTRA XL-200 CAPSULES
DAPAGZA M5/1000 10S,DAPAGZA M 5/1000 1X10T
OROFER XT 30TAB 1PH,OROFER XT TABLET 1X30 T
VYLDA DM 100/5/500 TAB 1*10,VYLDA DM 100/5/500 TABLET 1x10T
ACEGABA ME 100MG TAB 10S,ACEGABA ME 100 TABLET
ACEGABA ME 100 T 10S,ACEGABA ME 100 TABLET
NUMLO-AT TAB 10 TAB,NUMLO-AT TABLET
EOPTAL-300 TAB 10-S,EOPTAL 300 TABLETS 10X10 T
CONSIVAS-5 TAB 10T(6973 ) 0,CONSIVAS-5 TABLETS
ACEGABA NT-400 1*15,ACEGABA-NT 400 TABLET 1x15T
ASOMEX-R 10TAB,ASOMEX R TABLET
TELSITE H80+12.5 10 S,TELSITE H 40 TABLET 10x10T
OROFER CAPS 10 S 10 S,OROFER CAPSULES
MATERNA HCG INJ 5000IU,MATERNA-HCG 5000 IU HP
EMLUZ CREAM* 20GM,EMLUZ CREAM 20 GM
EMLEVO-500MG TAB 15S 1*15,EMLEVO 500 TABLET 1 X 15 T
MOM B9 10,MOMB9 CAPSULES
TELSITE H 4012.5M 10S,TELSITE H 40 TABLET 10x10T
OZATEX 15 TABS 10TABS 10TABS,OZATEX 15 TABLET
DOLOSPAN-0D TABLETS 10T,DOLOSPAN-OD TABLETS
CARDACE-1.25 TAB. 15 S,CARDACE 1.25 MG TABLET 10x15T
Trazumab 150 mg,TRAZUMAB  INJECTION 150 MG
FCMO 750 15ml,FCMO  INJECTION 750MG/15ML
ASOMEX-TM 5 TAB 1X10,ASOMEX - TM 5 TABLETS
ASOMEX OH TABS 10 S,ASOMEX OH TABLETS
OROFER-S 100 AMP,OROFER S 100 INJECTION
BIOCURE-2MG INJ 1vial,BIOCURE 2 MG INJ 1 VIAL
NUMLO-AT TAB.,NUMLO-AT TABLET
EMSITA-D 50/10 TAB 10S,EMSITA D 50/10 TABLET 1X10T
NUMLO-D5 TAB,NUMLO-D 5 TABLET
ROSUVAS EZ 20 TAB EMC 10S,ROSUVAS EZ 20 MG TABLET 1x10T
TOPERIZONE-150 TABLET 10S,TOPERIZONE - 150 TABLETS
TEMSAN CT 80 10TAB Pcs,TEMSAN 80 CT TABLETS
ENVIRA INJ. --,ENVIRA INJECTION
DAPAGZA 5 TAB 1*15TAB,DAPAGZA 5 TABLET 1X15T
C LET 1GM INJ,C - LET 1.0 GM INJECTION
B-LACT 625 TAB 10TAB,B-LACT 625 TABLET 10T
FERIUM CHEWABLE TABLET 10 10TAB,FERIUM CHEWABLE TABLETS 10X10 T
PROXYM-MR TAB 1X10S,PROXYM-MR TABLET
ZILARBI CN TAB 15S 15S,ZILARBI CN TABLETS 1x15 T
DYDROFEM 10MG TAB 10S 10 S,DYDROFEM TABLETS
POVIZTRA FLEXTOUCH 1.7MG INJ 3ML,POVIZTRA FLXT 1.7MG 3ML 1PC COPACK
METPURE H TAB 1*10S,METPURE H TABLET
EXAFIB 10 TAB 1*14,EXAFIB 10 TABLET
S-NUMLO 2.5MG TAB15TAB,S-NUMLO 2.5 MG TABLET 1x15 T
XGRAST INJ300MCG/0.5ML PFS,XGRAST  INJ 300 MCG/0.5 ML PFS
HOSIT FCM INJ 500MG/10ML 1S,HOSIT FCM INJECTION 500MG/10ML
RIVOFONET TAB 30 TAB,RIVOFONET TABLETS 1X30 T
VIROPIL TAB TAB,VIROPIL TABLET 1X30T
CARDACE 10MG TAB(EMCURE) 15S,CARDACE 10 MG TABLET 10x15T
RAMIPRO-5 CAP,RAMIPRO CAPS.5 MG
LOBASET-10 TAB,LOBASET 10 TABLETS
ATOREC 10MG 30S 30S,ATOREC 10 MG TABLET
POVIZTRA 1MG INJ 3ML,POVIZTRA FLXT 1MG 3ML 1PC COPACK
VYLDA D 100/10 10 T --,VYLDA D100/10 TABLET 1X10T
HOSIT FCM 1K 1G/20ML INJ,HOSIT FCM INJECTION 1K
VYLDA M 500 10S,VYLDA-M 500 TABLETS  1X10 T
EMILDAP-S 10/50 TAB 10S,EMILDAP S 10/50 TABLET 1X10T
FOSEAL 800MG TAB (1X10) 10,FOSEAL 800 TABLET
POVIZTRA FLXT 1 M 1PIC,POVIZTRA FLXT 1MG 3ML 1PC COPACK
PAUSE 1000MG INJ 10ML --,PAUSE 1000 MG INJECTION
Cardace Am 2.5/5mg 15$,CARDACE AM 2.5 TABLET 10x15T
EMLEVO 1000 TAB 10T,EMLEVO 1000 TABLET
EMGRA 2 TAB NET RATE 128,EMGRA TABLETS
LOMOH 60MG INJECTION 1PCS --,LOMOH 60 MG INJECTION
CARMADA 50 MG TAB 10,CARMADA 50 MG TABLET 10x10T
HOSIT FCM 1K INJ VIAL,HOSIT FCM INJECTION 1K
ASOMEX- M TAB 110,ASOMEX - M  TABLETS 10X10 T
Carmada 100mg Tab 10S,CARMADA 100 MG TABLET 10x10T
XILIA 1 TAB 1 *10,XILIA - 1 TABLETS
CONSIVAS EZ 20 T 10,CONSIVAS EZ 20 TABLET
VYLDA-D 100/10 10,VYLDA D100/10 TABLET 1X10T
MONOBACT 750MG INJ 1 VAIL,MONOBACT 750 INJECTION
SYLATE INJECTION 2ML (EMCURE) 2ML,SYLATE INJECTION 2 ML
CALONAT-D3 GRANULES --,CALONAT - D3 GRANULES
CARDACE METO-5/50TAB 10S,CARDACE METO 5 TABLET 10x10T
OROFER-XT TAB 15 15S,OROFER XT TABLET 1x15T
TEMSAN LNC 12.5 10S --,TEMSAN LNC 12.5 TABLET 10x10T
ASOMEX-OH TAB. 1*10,ASOMEX OH TABLETS
CELOL MAX CAPS 10 S,CELOL MAX CAPSULES
FERRIUM SYRUP 150 ML,FERIUM SYRUP 150 ML
METPURE TEL 20MG 110S T PCS,METPURE TEL 20 TABLETS
VIROPIL TAB 90 S,VIROPIL TABLET 1X90T
EMIDAP M500 10S,EMILDAP M10/500 1X10T
CELOL MAX CAPSULE,CELOL MAX CAPSULES
EMILDAP S 10/100MG TAB 1X10 10,EMILDAP S 10/100 TABLET 1X10T
TEMSAN TRIO 40 TAB 10 10 TAB,TEMSAN TRIO 40 TABLET 1X10T
EMLETRA TABLET 120 TAB 120TAB,EMLETRA TABLET 1x120T
NUMLO-TM TAB 1X15 T,NUMLO-TM TABLETS 1X15 T
EPOFER 4000 --,EPOFER 4000 - PFS
DAPAGZA 10 TAB 1*15TAB,DAPAGZA 10 TABLET 1X15T
CARDACE 10 TAB 15 Tabs,CARDACE 10 MG TABLET 10x15T
DAPAGZA L 10/5 TABLET 10 T,DAPAGZA L 10/5 TABLET 10x10T
TEMSAN 80 TABLETS 15TAB,TEMSAN 80 MG TABLETS 10x15T
CARDACE AM 10 MG TAB 1*10,CARDACE AM 10 TABLET 10x15T
EMLEVO- 25 TABLETS 10 T,EMLEVO 250 TABLET
ENHEMO 1000 INJ --,ENHEMO 1000 INJECTION 1x10ML
XGRAST INJ 300 MCG/0.5ML PFS 1 INJ,XGRAST  INJ 300 MCG/0.5 ML PFS
CEASTRA 100MG CAPS 10 10 CAF,CEASTRA 100 CAPSULES 10X10C
EMTOFA OINT,EMTOFA OINTMENT 10 GM
EMLINZ DM TABS. 10 S,EMLINZ DM TABLET 10x10T
ATPURE TAB 25MG 14 S,ATPURE TABLET 25 MG
AMARYL MV1 TAB 10X15,AMARYL MV 1MG TABLET 10x15T
XILIA-TRIO 1 TAB. 10T,XILIA TRIO - 1 TABLETS
CELOL CAP 15 CAP,CELOL CAPSULES
CORDARONE-IV,CORDARONE 150 MG/3ML INJECTION
NUMLO-D TABLET,NUMLO-D TABLET
EMSITA M 50//500 TAB 10S,EMSITA M 50/500 1X10T
EMLEVO XR 500 1X10T,EMLEVO - XR 500 TABLET
OROFER FCM 750 MG 15ML PCS,OROFER FCM INJECTION 750MG/15ML
C-ZID 1GM 1*1GM,C-ZID 1GM
GALACT GRANULES KESAR 400GM400GM,GALACT GRANULES 400 GM KESAR
EXDUO 100 TABLET 1x10T 10 T 10TAB,EXDUO 100 TABLET 1x10T
ATOREC CV 20MG CAPS 10s,ATOREC CV 20 CAPSULES
G3N-6.4 TABS 25S,G3N - 6.4 TABLET
XPLODE POWDER 100GM,XPLODE POWDER 200 GM
SPORAZ 100MG CAP 7 CAP,SPORAZ 100 CAPSULES 3X7 C
CELOL D3 TABLETS 1X15,CELOL - D 3 CAPSULES
NULO60 LOMOH-60MG INJ .06ML,LOMOH 60 MG INJECTION
EMSITA M SR 100/1000 TAB 10S 10S,EMSITA M SR 100/1000 1X10T
ARMOD 50 15,ARMOD-50 TABLETS 1 x 15 T
EMLINZ M 1000 TAB 1,EMLINZ M 1000 TABLET 1x10T
EMPRI 25MG TAB 10S --,EMPRI 25MG TABLET 10x10T
VONADAY 30T 30T,VONADAY 600/300/300 MG TABLET 30s
MATERNA DEPOT 3.75 MG VAIL,MATERNA DEPOT 3.75 MG INJECTION
Preganza D 75/20 caps 10s,PREGANZA D 75/20 CAPSULE 1x10C
FERIUM XT + SUSPENSION 200ML 200ML,FERIUM XT + SUSPENSION 200 ML
METPURE TEL 20 10TAB.,METPURE TEL 20 TABLETS
CELOL CAP 1X10,CELOL CAPSULES
Xilia Trio 2,XILIA TRIO - 2 TABLETS
EPITRIL BETA 0.5 TAB,EPITRIL BETA 0.5 TABLETS
ZORDIL-O/D 30ML,ZORDIL ORAL SOLUTION
TEMSAN-H 10S,TEMSAN H TABLETS
ACEGABA ME 300 10 T,ACEGABA ME 300 TABLETS
MECOVON CAP 10,MECOVON CAPS. 10X10C
EXAFIB 15MG TAB 14S,EXAFIB 15 TABLET
TEMSAN-AM 5 TAB.,TEMSAN - AM 5 TABLETS
AMARYL M 2 FORTE 15TAB,AMARYL M FORTE 2MG TABLET 10x15T
CETAPIN V 0.3MG 15,CETAPIN V 0.3MG TABLET 10x15T
FLAWLIZO MICRO 0.04% GEL PUMP 1S,FLAWLIZO MICRO 0.04% GEL 15GM PUMP PACK
OROFER XT PLUS SUS 200ML 0,OROFER XT + SUSPENSION 200 ML
EXAFIB 15MG TAB 14TAB,EXAFIB 15 TABLET
FERIUM XT TAB 10 s,FERIUM XT TABLET
Carmada 50mg Tab 10s,CARMADA 50 MG TABLET 10x10T
METPURE AR 5MG TAB 1X10TAB,METPURE AR 5 TABLETS
